id,order_id,nps_score
13872,1657,6
13873,1278,9
13874,1336,9
13875,194,9
13876,422,1
13877,2461,7
13878,620,10
13879,1573,0
13880,1528,10
13881,2975,10
13882,1758,10
13883,1525,6
13884,1743,7
13885,1763,10
13886,2458,2
13887,1096,6
13888,1627,8
13889,2905,2
13890,1853,9
13891,2912,10
13892,225,0
13893,1584,10
13894,1952,8
13895,1620,5
13896,1634,4
13897,1122,8
13898,1378,10
13899,2465,2
13900,2532,1
13901,2126,5
13902,2499,4
13903,367,10
13904,1953,6
13905,376,0
13906,470,4
13907,2058,9
13908,139,8
13909,1556,0
13910,388,4
13911,1417,8
13912,1068,9
13913,2576,9
13914,2101,0
13915,801,6
13916,2195,3
13917,625,3
13918,1192,1
13919,1722,4
13920,1736,3
13921,2004,9
13922,708,3
13923,647,8
13924,579,5
13925,1880,6
13926,2798,10
13927,2965,10
13928,563,4
13929,91,8
13930,999,10
13931,809,1
13932,2173,8
13933,872,2
13934,2343,9
13935,1216,8
13936,2127,10
13937,782,4
13938,2460,7
13939,1293,8
13940,2158,4
13941,2305,9
13942,1108,8
13943,1893,7
13944,1585,3
13945,819,4
13946,1085,8
13947,1203,10
13948,1429,4
13949,666,2
13950,1840,5
13951,691,7
13952,1439,6
13953,1141,8
13954,1473,5
13955,2800,4
13956,1588,9
13957,404,6
13958,1539,3
13959,1137,3
13960,2259,8
13961,2442,7
13962,2252,8
13963,1872,2
13964,2097,1
13965,1687,9
13966,20,1
13967,2917,2
13968,977,7
13969,2060,9
13970,2278,5
13971,1035,9
13972,1866,7
13973,2029,10
13974,1485,9
13975,460,9
13976,2422,9
13977,68,4
13978,1393,9
13979,1298,0
13980,713,9
13981,1500,9
13982,2279,10
13983,2092,8
13984,1598,7
13985,31,9
13986,2062,10
13987,2080,5
13988,1083,6
13989,2380,9
13990,407,10
13991,2303,9
13992,2967,6
13993,162,8
13994,1829,10
13995,1289,8
13996,730,5
13997,203,1
13998,609,6
13999,2696,10
14000,2779,8
14001,1008,10
14002,117,6
14003,920,10
14004,335,9
14005,1437,1
14006,2357,2
14007,922,10
14008,1996,0
14009,2297,5
14010,1852,1
14011,2160,2
14012,306,9
14013,1505,9
14014,961,0
14015,1626,10
14016,937,9
14017,2714,4
14018,662,10
14019,1180,1
14020,2630,9
14021,2205,8
14022,1124,5
14023,180,1
14024,2304,8
14025,967,5
14026,2281,4
14027,1116,8
14028,1398,8
14029,741,9
14030,1076,0
14031,1270,8
14032,486,10
14033,2181,5
14034,1839,10
14035,1114,6
14036,2943,7
14037,1470,9
14038,96,6
14039,535,2
14040,2120,5
14041,1680,8
14042,1639,5
14043,1768,9
14044,650,10
14045,2947,10
14046,1443,5
14047,1136,9
14048,1244,0
14049,2952,3
14050,496,7
14051,716,4
14052,2330,3
14053,238,10
14054,263,10
14055,1851,0
14056,2588,6
14057,2424,5
14058,2954,10
14059,2135,8
14060,243,10
14061,1138,6
14062,1892,5
14063,1891,9
14064,2271,4
14065,328,8
14066,72,8
14067,1025,9
14068,718,5
14069,2142,6
14070,890,0
14071,2716,0
14072,2468,9
14073,929,8
14074,1314,3
14075,2118,10
14076,612,6
14077,531,9
14078,138,1
14079,857,3
14080,1837,5
14081,2500,5
14082,824,1
14083,516,0
14084,2810,8
14085,1856,0
14086,1033,8
14087,962,5
14088,554,7
14089,198,6
14090,2178,7
14091,2068,2
14092,413,7
14093,340,4
14094,2322,0
14095,2037,0
14096,1964,8
14097,2165,2
14098,1333,5
14099,719,5
14100,423,10
14101,2981,7
14102,1991,1
14103,2594,9
14104,1020,4
14105,256,8
14106,1324,9
14107,127,5
14108,658,9
14109,964,9
14110,773,10
14111,324,2
14112,2414,8
14113,1432,1
14114,2724,10
14115,2136,9
14116,385,7
14117,2042,9
14118,1036,10
14119,2805,9
14120,2432,5
14121,953,7
14122,1406,4
14123,60,9
14124,1684,6
14125,2872,8
14126,541,6
14127,731,4
14128,1912,9
14129,154,9
14130,1994,1
14131,221,7
14132,910,8
14133,106,9
14134,737,9
14135,2194,5
14136,2071,9
14137,2154,0
14138,1649,8
14139,960,10
14140,537,4
14141,2447,5
14142,2578,6
14143,2664,3
14144,767,10
14145,2369,9
14146,700,5
14147,2481,4
14148,1253,9
14149,570,9
14150,907,0
14151,1689,9
14152,1914,7
14153,2551,7
14154,2907,0
14155,785,0
14156,2276,10
14157,1182,8
14158,2243,4
14159,1444,10
14160,1765,7
14161,1601,5
14162,2547,0
14163,2390,4
14164,2781,5
14165,1868,3
14166,2837,10
14167,2346,9
14168,1498,6
14169,233,7
14170,358,10
14171,156,5
14172,543,3
14173,2556,9
14174,2463,8
14175,400,8
14176,753,5
14177,2312,3
14178,2483,7
14179,2985,3
14180,2700,8
14181,487,10
14182,259,0
14183,425,9
14184,2964,10
14185,2002,9
14186,693,8
14187,2582,9
14188,1213,5
14189,548,7
14190,1946,6
14191,613,10
14192,1786,10
14193,193,7
14194,2287,10
14195,2553,7
14196,2272,6
14197,1819,10
14198,2661,10
14199,1824,8
14200,694,3
14201,1014,6
14202,816,0
14203,1616,10
14204,1105,4
14205,2117,1
14206,1268,9
14207,2941,7
14208,2780,1
14209,684,9
14210,913,9
14211,1646,9
14212,2753,2
14213,1371,10
14214,2769,6
14215,1222,8
14216,1002,10
14217,7,7
14218,951,8
14219,2536,10
14220,2214,10
14221,1047,4
14222,580,8
14223,2393,9
14224,1390,10
14225,1926,7
14226,748,10
14227,2430,10
14228,923,9
14229,1469,10
14230,502,3
14231,1953,10
14232,2279,9
14233,1030,7
14234,668,4
14235,353,8
14236,334,10
14237,1287,9
14238,1893,6
14239,680,9
14240,2708,10
14241,48,9
14242,1918,10
14243,1211,3
14244,438,10
14245,931,6
14246,944,10
14247,2087,3
14248,17,4
14249,1513,4
14250,129,10
14251,1473,10
14252,1042,2
14253,1748,8
14254,209,2
14255,2050,9
14256,902,10
14257,1434,7
14258,2596,2
14259,1659,7
14260,1857,7
14261,1361,6
14262,451,9
14263,958,6
14264,1184,10
14265,1639,10
14266,2083,6
14267,230,10
14268,783,7
14269,654,5
14270,65,6
14271,903,7
14272,1474,4
14273,1627,0
14274,160,6
14275,2547,3
14276,1588,9
14277,2033,8
14278,2331,0
14279,1608,8
14280,1368,3
14281,1737,0
14282,1140,4
14283,1066,6
14284,113,7
14285,313,8
14286,1829,7
14287,1820,7
14288,607,8
14289,1643,9
14290,1224,9
14291,1517,5
14292,1320,5
14293,2268,0
14294,1179,3
14295,2177,10
14296,1726,5
14297,639,5
14298,2366,4
14299,443,0
14300,894,10
14301,2669,1
14302,1575,8
14303,656,9
14304,1944,4
14305,2882,9
14306,825,4
14307,3,0
14308,2943,7
14309,526,7
14310,439,5
14311,780,0
14312,285,4
14313,1441,0
14314,1616,8
14315,2779,4
14316,2090,6
14317,2724,10
14318,2425,10
14319,2475,0
14320,2837,6
14321,2849,8
14322,2978,7
14323,682,8
14324,1899,9
14325,43,2
14326,1583,8
14327,1046,9
14328,1801,5
14329,1444,9
14330,2338,7
14331,1560,10
14332,1809,4
14333,2588,8
14334,203,7
14335,1262,9
14336,1965,1
14337,1274,8
14338,2621,6
14339,718,4
14340,284,9
14341,73,8
14342,448,7
14343,2210,8
14344,2602,5
14345,1694,7
14346,1436,8
14347,2755,8
14348,2111,8
14349,411,5
14350,2526,9
14351,2727,5
14352,1930,10
14353,6,3
14354,998,9
14355,2677,9
14356,2781,6
14357,28,8
14358,2113,10
14359,77,10
14360,877,2
14361,2364,6
14362,620,9
14363,1291,2
14364,2217,2
14365,2816,10
14366,2935,6
14367,2633,9
14368,60,9
14369,1411,10
14370,440,8
14371,2991,8
14372,467,5
14373,2786,10
14374,707,7
14375,2675,9
14376,1324,9
14377,1214,7
14378,2803,5
14379,1935,7
14380,991,3
14381,2878,10
14382,2638,9
14383,1491,5
14384,2041,9
14385,1108,2
14386,1237,9
14387,86,4
14388,1378,9
14389,2560,6
14390,1871,6
14391,2003,4
14392,953,10
14393,227,6
14394,1569,9
14395,2792,8
14396,1887,10
14397,2846,8
14398,2134,9
14399,2374,4
14400,2347,9
14401,2356,1
14402,2592,4
14403,2044,3
14404,2077,9
14405,345,5
14406,1117,8
14407,966,3
14408,1797,7
14409,1273,7
14410,912,2
14411,449,10
14412,632,6
14413,424,10
14414,503,3
14415,164,9
14416,1714,10
14417,1412,9
14418,1123,9
14419,1968,7
14420,2597,4
14421,1923,9
14422,380,10
14423,1850,10
14424,1843,5
14425,2339,9
14426,509,2
14427,1716,6
14428,72,8
14429,2243,10
14430,2175,8
14431,608,10
14432,886,8
14433,307,9
14434,308,9
14435,365,6
14436,395,10
14437,762,5
14438,970,5
14439,2737,9
14440,2346,10
14441,282,8
14442,465,0
14443,473,4
14444,964,3
14445,1756,4
14446,2584,10
14447,2776,8
14448,1859,10
14449,1510,1
14450,2316,0
14451,702,9
14452,1932,7
14453,5,10
14454,878,10
14455,2015,10
14456,2483,5
14457,959,8
14458,2568,8
14459,303,10
14460,272,3
14461,2025,9
14462,2229,8
14463,730,4
14464,391,10
14465,726,5
14466,2917,3
14467,2457,10
14468,2926,0
14469,2472,10
14470,1088,4
14471,1439,6
14472,929,8
14473,2604,1
14474,1405,9
14475,1650,8
14476,1807,8
14477,2845,8
14478,1236,8
14479,1207,3
14480,436,10
14481,76,8
14482,2747,3
14483,349,1
14484,2717,3
14485,2007,7
14486,437,0
14487,1891,9
14488,2734,7
14489,1227,1
14490,2286,7
14491,2317,8
14492,1786,9
14493,462,9
14494,1539,4
14495,1990,4
14496,2705,9
14497,418,9
14498,1212,9
14499,1256,6
14500,2693,6
14501,1110,9
14502,1160,4
14503,377,9
14504,616,3
14505,355,0
14506,1453,10
14507,2898,9
14508,1912,9
14509,2005,4
14510,1243,10
14511,1284,10
14512,287,0
14513,2348,4
14514,927,0
14515,2180,9
14516,401,6
14517,2902,6
14518,803,2
14519,1703,9
14520,1505,0
14521,121,9
14522,2228,10
14523,370,8
14524,2661,6
14525,262,10
14526,2253,5
14527,363,6
14528,1905,10
14529,1877,10
14530,745,10
14531,2665,2
14532,850,8
14533,2115,2
14534,1180,5
14535,170,6
14536,105,0
14537,1787,8
14538,2615,1
14539,1187,6
14540,2158,4
14541,1149,0
14542,1749,3
14543,2249,2
14544,2558,7
14545,45,6
14546,31,9
14547,1418,9
14548,1158,5
14549,1432,10
14550,1753,10
14551,789,6
14552,2662,1
14553,2876,1
14554,258,9
14555,2668,3
14556,2771,6
14557,1424,2
14558,1305,3
14559,1420,0
14560,1135,7
14561,2946,10
14562,1886,8
14563,1679,5
14564,152,3
14565,1640,4
14566,2076,7
14567,841,9
14568,1723,0
14569,866,0
14570,984,10
14571,1000,0
14572,2701,7
14573,2673,3
14574,1993,6
14575,2966,10
14576,624,9
14577,1732,4
14578,2001,10
14579,2888,9
14580,2791,4
14581,1161,10
14582,1493,6
14583,11,7
14584,1892,1
14585,2855,2
14586,196,10
14587,686,7
14588,2164,3
14589,2909,3
14590,1695,10
14591,2299,4
14592,406,0
14593,141,8
14594,1428,3
14595,2907,3
14596,2887,6
14597,738,10
14598,1419,4
14599,1799,10
14600,1662,10
14601,1851,4
14602,747,3
14603,2694,10
14604,357,10
14605,2258,8
14606,1355,8
14607,2053,8
14608,582,9
14609,2291,10
14610,528,3
14611,1363,9
14612,2168,8
14613,881,10
14614,2756,6
14615,2979,9
14616,1022,10
14617,1607,5
14618,2812,7
14619,1177,8
14620,2514,9
14621,2739,10
14622,278,8
14623,2281,5
14624,2630,10
14625,2011,8
14626,635,0
14627,2186,6
14628,1360,0
14629,179,9
14630,777,3
14631,2420,2
14632,244,10
14633,2267,4
14634,1573,6
14635,2894,5
14636,2049,7
14637,735,10
14638,634,10
14639,1909,10
14640,2992,4
14641,1121,10
14642,1171,6
14643,269,1
14644,891,3
14645,2750,6
14646,985,5
14647,1768,4
14648,1482,5
14649,1875,7
14650,517,9
14651,2828,9
14652,1109,5
14653,2141,4
14654,2897,1
14655,1867,8
14656,393,7
14657,2080,9
14658,1084,4
14659,416,8
14660,679,7
14661,161,8
14662,2591,6
14663,2482,9
14664,1754,1
14665,1118,10
14666,2762,2
14667,472,9
14668,2485,4
14669,2187,7
14670,1167,7
14671,1339,10
14672,1936,4
14673,1994,0
14674,2644,5
14675,1849,5
14676,2608,8
14677,1631,10
14678,1484,10
14679,29,10
14680,1157,6
14681,2435,7
14682,2569,7
14683,2152,4
14684,1480,5
14685,2709,3
14686,1301,5
14687,341,0
14688,1896,0
14689,1466,5
14690,2172,10
14691,220,10
14692,794,1
14693,2255,2
14694,701,10
14695,896,4
14696,2322,5
14697,2209,6
14698,996,2
14699,2211,2
14700,1448,10
14701,1643,9
14702,2478,9
14703,1920,5
14704,2926,9
14705,2146,5
14706,1457,9
14707,747,2
14708,2284,10
14709,690,7
14710,831,9
14711,2303,10
14712,2311,3
14713,2314,9
14714,1375,2
14715,2717,3
14716,2952,3
14717,1793,4
14718,2029,10
14719,931,7
14720,2887,10
14721,1901,9
14722,545,8
14723,1475,9
14724,501,10
14725,1178,5
14726,1827,5
14727,2609,10
14728,2170,8
14729,1052,3
14730,1882,0
14731,1181,7
14732,214,3
14733,1186,8
14734,744,9
14735,196,8
14736,1502,0
14737,1434,6
14738,448,5
14739,2843,2
14740,2822,5
14741,2675,4
14742,934,10
14743,495,10
14744,848,10
14745,388,2
14746,1076,2
14747,225,4
14748,1891,9
14749,1648,7
14750,1016,0
14751,766,3
14752,1668,9
14753,1132,3
14754,215,5
14755,2510,5
14756,2378,6
14757,672,10
14758,2294,0
14759,742,6
14760,416,10
14761,2030,7
14762,1779,10
14763,319,2
14764,1319,10
14765,367,10
14766,995,7
14767,1995,10
14768,2413,10
14769,211,3
14770,828,5
14771,2310,8
14772,182,10
14773,1385,9
14774,2114,10
14775,1253,4
14776,321,10
14777,2341,10
14778,906,9
14779,2486,2
14780,2573,9
14781,1000,0
14782,2461,8
14783,2224,9
14784,1392,9
14785,465,3
14786,2712,10
14787,2382,4
14788,235,4
14789,550,9
14790,2555,2
14791,1526,4
14792,798,9
14793,1400,9
14794,266,8
14795,1464,8
14796,2320,5
14797,964,8
14798,1503,8
14799,1755,9
14800,242,8
14801,946,9
14802,2414,5
14803,69,5
14804,297,7
14805,1932,3
14806,2467,8
14807,2569,8
14808,913,8
14809,651,2
14810,1379,6
14811,1789,8
14812,347,5
14813,2289,8
14814,2953,8
14815,2365,10
14816,2227,8
14817,2937,7
14818,415,9
14819,360,0
14820,1355,10
14821,2909,5
14822,2192,0
14823,330,10
14824,1910,10
14825,1534,8
14826,472,4
14827,1485,2
14828,1049,9
14829,68,4
14830,2778,0
14831,2183,4
14832,1523,10
14833,640,5
14834,1231,10
14835,1781,9
14836,65,5
14837,1300,6
14838,509,0
14839,2480,5
14840,283,8
14841,2828,9
14842,1101,3
14843,2802,4
14844,1414,6
14845,705,0
14846,2465,5
14847,1193,10
14848,1590,9
14849,153,0
14850,1242,10
14851,184,7
14852,12,1
14853,990,3
14854,2509,10
14855,1969,7
14856,228,9
14857,407,10
14858,2479,8
14859,1965,0
14860,1373,5
14861,822,6
14862,2136,8
14863,1176,6
14864,2665,6
14865,2980,10
14866,1527,0
14867,1787,10
14868,7,7
14869,2367,8
14870,2327,8
14871,126,10
14872,554,4
14873,1368,8
14874,2883,8
14875,855,0
14876,2208,9
14877,689,0
14878,484,3
14879,1151,8
14880,723,6
14881,875,4
14882,722,3
14883,2600,10
14884,2864,10
14885,1693,5
14886,973,0
14887,819,5
14888,2554,5
14889,433,8
14890,1746,5
14891,750,6
14892,2942,10
14893,129,9
14894,1773,0
14895,792,0
14896,994,8
14897,1859,8
14898,2225,6
14899,1997,0
14900,2119,8
14901,835,8
14902,1573,0
14903,2578,4
14904,485,8
14905,335,8
14906,1748,9
14907,2304,7
14908,2972,9
14909,2104,1
14910,643,8
14911,67,7
14912,339,10
14913,834,5
14914,2923,4
14915,1619,4
14916,1491,4
14917,2671,2
14918,134,6
14919,2401,4
14920,1561,3
14921,1161,9
14922,688,0
14923,1632,0
14924,1581,3
14925,1993,6
14926,56,10
14927,1939,10
14928,2577,10
14929,2779,5
14930,333,9
14931,1073,0
14932,2516,7
14933,2308,4
14934,1333,1
14935,1061,10
14936,430,6
14937,2747,0
14938,1795,5
14939,507,10
14940,1966,5
14941,2515,4
14942,2476,9
14943,1067,9
14944,1558,6
14945,1853,9
14946,693,5
14947,1962,9
14948,636,10
14949,2664,1
14950,2739,9
14951,1262,8
14952,2973,7
14953,1899,10
14954,315,6
14955,2845,10
14956,374,8
14957,893,0
14958,2809,5
14959,1365,2
14960,2706,0
14961,2595,4
14962,2260,9
14963,198,6
14964,1826,0
14965,1686,9
14966,2886,4
14967,2635,9
14968,1970,1
14969,492,3
14970,1821,7
14971,2028,9
14972,2505,0
14973,978,5
14974,93,4
14975,2689,5
14976,543,8
14977,25,10
14978,190,6
14979,2443,0
14980,73,4
14981,1895,6
14982,1430,8
14983,1702,3
14984,221,6
14985,2196,0
14986,2163,7
14987,2862,9
14988,1031,6
14989,424,10
14990,2901,7
14991,774,6
14992,2329,5
14993,90,2
14994,565,10
14995,561,5
14996,61,10
14997,871,6
14998,2629,4
14999,1890,4
15000,1851,0
15001,207,5
15002,2848,5
15003,2445,10
15004,1796,9
15005,2354,7
15006,386,6
15007,1176,4
15008,616,3
15009,1630,9
15010,349,1
15011,2869,8
15012,1341,10
15013,2859,7
15014,1323,10
15015,1163,10
15016,1502,3
15017,1379,3
15018,1865,5
15019,891,7
15020,347,7
15021,81,9
15022,363,8
15023,878,8
15024,919,10
15025,87,6
15026,90,4
15027,2936,3
15028,2965,5
15029,280,4
15030,1270,10
15031,2322,0
15032,2571,6
15033,1691,7
15034,321,5
15035,1567,5
15036,2814,6
15037,2364,0
15038,2175,10
15039,1842,5
15040,2162,8
15041,2014,6
15042,2217,1
15043,2758,6
15044,1587,3
15045,879,6
15046,790,3
15047,2007,6
15048,1837,3
15049,2532,8
15050,1859,9
15051,1409,2
15052,1517,3
15053,1631,10
15054,360,2
15055,1776,0
15056,1017,10
15057,1110,9
15058,1934,5
15059,709,9
15060,339,8
15061,590,9
15062,2501,10
15063,99,9
15064,143,9
15065,1370,3
15066,786,10
15067,1656,7
15068,1015,0
15069,1277,6
15070,1168,8
15071,2068,5
15072,2904,8
15073,2718,6
15074,2771,2
15075,2724,10
15076,1569,10
15077,251,5
15078,1298,4
15079,1935,10
15080,720,9
15081,1226,0
15082,1460,3
15083,1037,9
15084,229,9
15085,2,4
15086,1308,2
15087,735,5
15088,2885,10
15089,810,3
15090,916,0
15091,1467,2
15092,1956,1
15093,1959,7
15094,1027,7
15095,1421,7
15096,1464,2
15097,2365,8
15098,1770,8
15099,77,9
15100,2009,3
15101,2047,4
15102,1317,6
15103,2879,0
15104,224,8
15105,1916,6
15106,1514,0
15107,1985,3
15108,611,8
15109,586,7
15110,978,2
15111,2966,9
15112,730,5
15113,2687,8
15114,1091,10
15115,672,3
15116,1743,4
15117,606,2
15118,588,1
15119,288,4
15120,965,5
15121,549,3
15122,1461,5
15123,2038,5
15124,2487,5
15125,97,10
15126,1562,9
15127,1208,8
15128,840,8
15129,459,1
15130,466,6
15131,1478,4
15132,1470,0
15133,1996,9
15134,1821,6
15135,129,10
15136,889,3
15137,2523,9
15138,1026,6
15139,599,9
15140,13,10
15141,1351,9
15142,877,4
15143,560,3
15144,1747,9
15145,1951,0
15146,1706,8
15147,2300,10
15148,287,5
15149,2927,10
15150,1342,6
15151,535,10
15152,2452,4
15153,1763,9
15154,2356,5
15155,1387,8
15156,173,9
15157,1230,7
15158,2372,3
15159,1699,10
15160,1848,6
15161,419,7
15162,2102,6
15163,1974,3
15164,1072,10
15165,338,9
15166,124,5
15167,664,7
15168,1634,4
15169,2901,5
15170,1655,7
15171,2171,6
15172,815,9
15173,1591,5
15174,366,4
15175,2138,9
15176,185,6
15177,1869,6
15178,982,5
15179,678,9
15180,2562,2
15181,1335,10
15182,1459,10
15183,748,9
15184,1674,0
15185,2925,10
15186,2734,10
15187,1146,10
15188,715,1
15189,1115,8
15190,2456,10
15191,1067,8
15192,54,3
15193,509,8
15194,164,7
15195,629,7
15196,2945,4
15197,1206,10
15198,1888,10
15199,503,1
15200,807,8
15201,1352,4
15202,1558,10
15203,53,5
15204,2145,5
15205,2442,0
15206,2119,10
15207,1367,10
15208,2678,10
15209,2987,7
15210,1366,8
15211,1540,7
15212,1085,10
15213,2032,1
15214,841,0
15215,2041,7
15216,1769,9
15217,829,0
15218,1098,10
15219,2511,10
15220,820,9
15221,1659,6
15222,1328,5
15223,1889,1
15224,663,6
15225,159,2
15226,910,3
15227,1653,9
15228,2140,8
15229,450,0
15230,1497,0
15231,2916,4
15232,2302,4
15233,1128,10
15234,431,9
15235,2334,5
15236,383,9
15237,1708,10
15238,812,9
15239,1901,9
15240,137,4
15241,2675,1
15242,923,8
15243,769,9
15244,2957,0
15245,1543,6
15246,1354,4
15247,2591,3
15248,1788,3
15249,2321,5
15250,1404,9
15251,1306,4
15252,2312,0
15253,2714,6
15254,2349,7
15255,1764,2
15256,856,7
15257,2441,9
15258,2378,6
15259,2003,8
15260,1946,4
15261,1316,10
15262,805,2
15263,71,4
15264,1932,2
15265,1402,10
15266,875,4
15267,230,9
15268,637,10
15269,1533,10
15270,315,4
15271,2228,9
15272,1499,9
15273,2744,10
15274,655,4
15275,1062,10
15276,1565,6
15277,1249,3
15278,1512,8
15279,2926,4
15280,2585,1
15281,330,6
15282,1256,1
15283,2458,2
15284,2259,7
15285,2632,10
15286,2011,8
15287,1244,2
15288,305,8
15289,1635,2
15290,1957,7
15291,1288,10
15292,2515,2
15293,2385,4
15294,2978,8
15295,711,3
15296,1276,5
15297,2108,9
15298,2526,6
15299,1717,7
15300,318,9
15301,559,10
15302,2077,10
15303,2063,3
15304,1493,3
15305,69,1
15306,2060,10
15307,2472,9
15308,1688,9
15309,2439,5
15310,1074,0
15311,2341,9
15312,1251,3
15313,1874,0
15314,453,10
15315,2699,3
15316,1246,9
15317,1103,5
15318,2425,7
15319,2825,6
15320,301,10
15321,1795,8
15322,51,9
15323,150,2
15324,2055,10
15325,2496,10
15326,2327,9
15327,2246,7
15328,1898,10
15329,2204,10
15330,2091,9
15331,1856,3
15332,2845,9
15333,1877,10
15334,406,3
15335,299,8
15336,577,8
15337,1986,0
15338,2950,10
15339,1535,1
15340,1219,9
15341,428,7
15342,1784,10
15343,1872,2
15344,248,4
15345,1828,7
15346,2200,7
15347,2853,0
15348,839,9
15349,1577,10
15350,859,9
15351,443,0
15352,1265,9
15353,1993,8
15354,89,9
15355,984,9
15356,2208,8
15357,1129,7
15358,928,6
15359,234,7
15360,110,10
15361,903,5
15362,834,6
15363,2755,9
15364,1343,2
15365,2818,9
15366,1066,7
15367,813,10
15368,346,6
15369,1023,9
15370,1793,0
15371,469,10
15372,746,3
15373,2279,9
15374,1668,9
15375,2972,9
15376,1169,8
15377,104,6
15378,2617,4
15379,867,3
15380,1363,8
15381,2839,6
15382,374,6
15383,2490,9
15384,1899,9
15385,16,4
15386,1908,9
15387,1749,5
15388,436,9
15389,1854,7
15390,1933,10
15391,472,10
15392,2190,1
15393,2310,8
15394,2151,8
15395,539,5
15396,1538,8
15397,703,3
15398,2638,6
15399,132,5
15400,1312,9
15401,1809,5
15402,502,0
15403,365,7
15404,2710,2
15405,416,7
15406,2611,9
15407,2457,9
15408,647,9
15409,855,2
15410,2872,9
15411,335,9
15412,796,9
15413,52,3
15414,1944,4
15415,600,1
15416,1173,9
15417,424,7
15418,2400,1
15419,1236,9
15420,169,10
15421,1151,10
15422,353,1
15423,2820,4
15424,724,10
15425,1873,8
15426,2273,3
15427,343,6
15428,2803,2
15429,869,8
15430,128,9
15431,658,9
15432,2124,5
15433,1292,9
15434,989,9
15435,830,9
15436,2635,6
15437,2855,0
15438,1439,6
15439,259,7
15440,814,2
15441,1897,4
15442,1052,6
15443,2684,9
15444,1082,6
15445,2666,10
15446,1973,9
15447,1890,8
15448,2606,9
15449,851,4
15450,785,6
15451,1239,5
15452,2276,9
15453,193,4
15454,2187,9
15455,295,10
15456,863,6
15457,261,9
15458,912,9
15459,1794,10
15460,1068,9
15461,95,9
15462,1167,3
15463,688,6
15464,80,5
15465,1368,5
15466,2632,8
15467,335,9
15468,2261,2
15469,1025,8
15470,125,0
15471,1578,7
15472,2595,4
15473,702,9
15474,1763,7
15475,1562,10
15476,892,8
15477,2755,8
15478,115,0
15479,1589,3
15480,2186,10
15481,2288,8
15482,2014,6
15483,1243,10
15484,1667,9
15485,743,0
15486,1045,10
15487,2548,9
15488,2918,4
15489,517,9
15490,485,9
15491,1393,10
15492,1599,10
15493,2761,9
15494,1633,6
15495,2798,5
15496,137,4
15497,2687,8
15498,57,2
15499,1199,9
15500,1857,0
15501,2234,9
15502,2719,1
15503,1123,9
15504,151,0
15505,1612,9
15506,98,7
15507,2603,8
15508,582,6
15509,2094,9
15510,254,6
15511,1647,9
15512,2424,7
15513,1777,8
15514,763,3
15515,1553,8
15516,64,1
15517,1953,9
15518,2734,6
15519,437,0
15520,1509,10
15521,1792,5
15522,336,0
15523,592,7
15524,297,4
15525,2574,5
15526,318,7
15527,1273,0
15528,9,6
15529,974,4
15530,2989,3
15531,1233,4
15532,2727,0
15533,1056,3
15534,1794,6
15535,45,1
15536,1596,10
15537,992,0
15538,1524,4
15539,1983,4
15540,1748,7
15541,2091,9
15542,2586,6
15543,1022,5
15544,16,10
15545,1621,0
15546,2317,9
15547,2745,6
15548,2788,1
15549,2025,10
15550,2910,4
15551,658,9
15552,2751,0
15553,1765,7
15554,1618,8
15555,1616,10
15556,1188,8
15557,2078,4
15558,2470,9
15559,792,4
15560,2055,10
15561,553,10
15562,2641,5
15563,372,8
15564,2584,9
15565,1818,9
15566,2100,6
15567,2368,5
15568,1530,4
15569,1008,10
15570,2781,6
15571,1367,5
15572,1254,3
15573,1906,4
15574,532,2
15575,907,4
15576,2497,6
15577,1274,9
15578,2471,10
15579,1742,1
15580,1602,9
15581,788,6
15582,1707,9
15583,264,10
15584,2809,2
15585,1982,6
15586,1577,9
15587,2182,4
15588,1320,3
15589,1479,6
15590,2748,10
15591,50,9
15592,23,4
15593,752,10
15594,542,4
15595,1590,10
15596,1084,4
15597,1092,9
15598,787,4
15599,2274,6
15600,1628,3
15601,939,9
15602,904,7
15603,1010,10
15604,2489,4
15605,630,1
15606,651,6
15607,2531,9
15608,2922,7
15609,2053,7
15610,462,10
15611,2550,2
15612,2881,9
15613,2291,10
15614,2006,8
15615,1606,8
15616,1960,0
15617,2512,8
15618,585,9
15619,2088,5
15620,1523,8
15621,1685,2
15622,1047,8
15623,1035,6
15624,1887,5
15625,2161,6
15626,1077,6
15627,2749,5
15628,2915,5
15629,2842,6
15630,2760,9
15631,2917,2
15632,2960,4
15633,2263,7
15634,1496,5
15635,1970,0
15636,2250,9
15637,940,8
15638,2576,9
15639,2904,6
15640,1099,9
15641,2884,6
15642,1955,3
15643,2101,4
15644,634,9
15645,595,9
15646,2410,10
15647,2252,9
15648,2093,6
15649,2402,10
15650,1091,10
15651,1400,8
15652,2324,6
15653,1754,3
15654,850,7
15655,2927,8
15656,164,8
15657,2340,9
15658,2172,9
15659,2723,0
15660,1495,3
15661,290,0
15662,1063,9
15663,1391,5
15664,838,0
15665,378,4
15666,1179,6
15667,2374,2
15668,48,9
15669,900,10
15670,1445,10
15671,1085,10
15672,2282,8
15673,2316,2
15674,500,9
15675,637,9
15676,2158,3
15677,551,1
15678,1303,8
15679,218,10
15680,1942,10
15681,133,8
15682,738,3
15683,423,9
15684,777,0
15685,287,4
15686,1684,4
15687,2140,7
15688,1709,1
15689,1089,10
15690,2247,5
15691,1,2
15692,1795,10
15693,2455,9
15694,1237,10
15695,2075,10
